"population_ID","species.updated","species","study_ID","reference_link","subset","trait","unit","mean","n","SD","comments","location","measurement_notes","pair_ID","sex","migratory","migratory.comments","feeding.type","feeding.type.comments","migratory.pop.level","feeding.type.pop.level","broader.comments","migratory.inc.vagrants.pop.level","migratory.inc.vagrants","species.updated.new","species.updated.rep","species.updated.new.rep","effectsize_ID","yi","vi","CV","sex.num","migratory.pop.level.num","feeding.type.pop.level.num","migratory.inc.vagrants.pop.level.num"
"172","Larus atlanticus","Larus atlanticus","Petracci et al. 2018","https://doi.org/10.1675/063.041.0404","new","wing length","mm",418.6,54,9.8,NA,"breeding colony located in the Bahía Blanca Estuary (38°  49?  S,  62°  16?  W),  Argentina","""wing length (from carpal joint to the tip of the wing in naturally folded wing; nearest mm) (Eck et al. 2011)""","203","male","non-migratory","there does not seem to be directional migration","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Larus atlanticus","Larus atlanticus","Larus atlanticus",336,-3.74509946207122,0.00944411212161794,2.3633278315965,1,-1,-1,-1
"172","Larus atlanticus","Larus atlanticus","Petracci et al. 2018","https://doi.org/10.1675/063.041.0404","new","wing length","mm",402,64,8.9,NA,"breeding colony located in the Bahía Blanca Estuary (38°  49?  S,  62°  16?  W),  Argentina","""wing length (from carpal joint to the tip of the wing in naturally folded wing; nearest mm) (Eck et al. 2011)""","203","female","non-migratory","there does not seem to be directional migration","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Larus atlanticus","Larus atlanticus","Larus atlanticus",337,-3.80246430394442,0.00794416651086253,2.23157113456217,-1,-1,-1,-1
"173","Larus crassirostris","Larus crassirostis","Chochi et al. 2002","https://doi.org/10.2326/osj.1.163","R&E2013","wing length","mm",373.9,98,7.5,"Unfolded wing measurement?","Rishiri Island (45°05N, 141°07E), off the northwest coast of Hokkaido, Japan","""wing length (WL: natural chord)""","204","female","non-migratory","some populations are resident year-round","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Larus crassirostris","Larus crassirostris","Larus crassirostris",338,-3.90393072226555,0.00515874485926316,2.0162502283711,-1,-1,-1,-1
"173","Larus crassirostris","Larus crassirostis","Chochi et al. 2002","https://doi.org/10.2326/osj.1.163","R&E2013","wing length","mm",390.1,139,8,"Unfolded wing measurement?","Rishiri Island (45°05N, 141°07E), off the northwest coast of Hokkaido, Japan","""wing length (WL: natural chord)""","204","male","non-migratory","some populations are resident year-round","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Larus crassirostris","Larus crassirostris","Larus crassirostris",339,-3.88333838642698,0.0036262140180697,2.05819996941774,1,-1,-1,-1
"174","Larus michahellis","Larus michahellis","Arizaga et al. 2008","https://doi.org/10.1675/1524-4695(2008)31[211:SDOYGL]2.0.CO;2","R&E2013","wing length","mm",441.2,86,9.967948636,"No mention of measurement at all","Zarauz (43°17'N, 02°10'W, N Spain)",NA,"206","male","non-migratory","some populations are resident year-round","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Larus michahellis","Larus michahellis","Larus michahellis",340,-3.7842411252956,0.00588828823364371,2.27261024988255,1,-1,-1,-1
"174","Larus michahellis","Larus michahellis","Arizaga et al. 2008","https://doi.org/10.1675/1524-4695(2008)31[211:SDOYGL]2.0.CO;2","R&E2013","wing length","mm",422.5,69,9.912618221,"No mention of measurement at all","Zarauz (43°17'N, 02°10'W, N Spain)",NA,"206","female","non-migratory","some populations are resident year-round","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Larus michahellis","Larus michahellis","Larus michahellis",341,-3.74502799227442,0.0073609188129452,2.36349674419241,-1,-1,-1,-1
"175","Larus michahellis","Larus michahellis","Galarza et al. 2008","https://www.researchgate.net/profile/A-Galarza/publication/228495129_Sexual_size_dimorphism_and_determination_of_sex_in_Atlantic_yellow-legged_gulls_Larus_michahellis_lusitanius_from_Northern_Spain/links/0c9605183e651529d7000000/Sexual-size-dimorphism-and-determination-of-sex-in-Atlantic-yellow-legged-gulls-Larus-michahellis-lusitanius-from-Northern-Spain.pdf","R&E2013","wing length","mm",440,31,9.1,NA,"Izaro Island (43º 25’ N, 02º 41’ W) and San Nicolás Island (43º 22’N, 02º 30’ W), Biscay, Basque Country, Northern Spain","""flat wing (...) were measured to the nearest 1 mm using a ruler""","207","male","non-migratory","some populations are resident year-round","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Larus michahellis","Larus michahellis","Larus michahellis",342,-3.86183364672284,0.0166804646538701,2.10294036511704,1,-1,-1,-1
"175","Larus michahellis","Larus michahellis","Galarza et al. 2008","https://www.researchgate.net/profile/A-Galarza/publication/228495129_Sexual_size_dimorphism_and_determination_of_sex_in_Atlantic_yellow-legged_gulls_Larus_michahellis_lusitanius_from_Northern_Spain/links/0c9605183e651529d7000000/Sexual-size-dimorphism-and-determination-of-sex-in-Atlantic-yellow-legged-gulls-Larus-michahellis-lusitanius-from-Northern-Spain.pdf","R&E2013","wing length","mm",417.4,36,9.1,NA,"Izaro Island (43º 25’ N, 02º 41’ W) and San Nicolás Island (43º 22’N, 02º 30’ W), Biscay, Basque Country, Northern Spain","""flat wing (...) were measured to the nearest 1 mm using a ruler""","207","female","non-migratory","some populations are resident year-round","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Larus michahellis","Larus michahellis","Larus michahellis",343,-3.81148486683458,0.0142989173699599,2.21153162650564,-1,-1,-1,-1
"176","Chroicocephalus ridibundus","Larus ridibundus","Meissner 2007","https://doi.org/10.1675/1524-4695(2007)030[0144:DIPMAB]2.0.CO;2","R&E2013","wing length","mm",318.9,48,6.79,NA,"Rewa village (54°38’N, 18°31’E)","""wing length (maximum chord method) with accuracy of 1 mm with a stopped ruler""","208","male","partially migratory","some populations are resident year-round","partially aerial feeding","aerial and non-aerial","fully migratory","non-aerial feeding","","fully migratory","partially migratory","Chroicocephalus ridibundus","Chroicocephalus ridibundus","Chroicocephalus ridibundus",344,-3.83878833457307,0.010647742596373,2.15196601828483,1,1,-1,1
"176","Chroicocephalus ridibundus","Larus ridibundus","Meissner 2007","https://doi.org/10.1675/1524-4695(2007)030[0144:DIPMAB]2.0.CO;2","R&E2013","wing length","mm",300.9,115,7.55,NA,"Rewa village (54°38’N, 18°31’E)","""wing length (maximum chord method) with accuracy of 1 mm with a stopped ruler""","208","female","partially migratory","some populations are resident year-round","partially aerial feeding","aerial and non-aerial","fully migratory","non-aerial feeding","","fully migratory","partially migratory","Chroicocephalus ridibundus","Chroicocephalus ridibundus","Chroicocephalus ridibundus",345,-3.68084445546279,0.00439143950338546,2.52016841471241,-1,1,-1,1
"177","Leiothrix lutea","Leiothrix lutea","Pagani-Núñez 2013","https://doi.org/10.1080/00063657.2012.753024","new","wing length","mm",69.31,16,2.21,"Original reference: Pagani-Núnes et al.2013","Barcelona, Northeast Spain","""wing length (mm) with a ruler, using the maximum chord method (Svensson 1992)""","209","male","non-migratory","categorized as altitude migrants by the iucn, which we do not consider to be equivalent to migratory","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Leiothrix lutea","Leiothrix lutea","Leiothrix lutea",346,-3.4122633470669,0.0333968770725234,3.29665012388544,1,-1,-1,-1
"177","Leiothrix lutea","Leiothrix lutea","Pagani-Núñez 2013","https://doi.org/10.1080/00063657.2012.753024","new","wing length","mm",67.58,12,3.12,"Original reference: Pagani-Núnes et al.2013","Barcelona, Northeast Spain","""wing length (mm) with a ruler, using the maximum chord method (Svensson 1992)""","209","female","non-migratory","categorized as altitude migrants by the iucn, which we do not consider to be equivalent to migratory","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Leiothrix lutea","Leiothrix lutea","Leiothrix lutea",347,-3.03002453401021,0.0456321653324169,4.83144527642497,-1,-1,-1,-1
"178","Limosa lapponica","Limosa lapponica","Piersma & Jukema 1990","https://doi.org/10.5253/arde.v78.p315","R&E2013","wing length","mm",229.1,26,6.4,NA,"Banc d'Arguin, Iouik, Mauritania (l9°53'N, 16°17'W)","""Wing length (maximum chord, Evans 1986)""","210","female","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Limosa lapponica","Limosa lapponica","Limosa lapponica",348,-3.55786059909382,0.0200300148668853,2.84997318907518,-1,1,-1,1
"178","Limosa lapponica","Limosa lapponica","Piersma & Jukema 1990","https://doi.org/10.5253/arde.v78.p315","R&E2013","wing length","mm",213.8,58,5.9,NA,"Banc d'Arguin, Iouik, Mauritania (l9°53'N, 16°17'W)","""Wing length (maximum chord, Evans 1986)""","210","male","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Limosa lapponica","Limosa lapponica","Limosa lapponica",349,-3.58131671785471,0.00878505970066395,2.78390179797282,1,1,-1,1
"179","Limosa lapponica","Limosa lapponica","Piersma & Jukema 1990","https://doi.org/10.5253/arde.v78.p315","R&E2013","wing length","mm",215.6,576,4.6,NA,"Paesenserpolder, Wadden Sea (53°21 'N, 6°06'E)","""Wing length (maximum chord, Evans 1986)""","211","male","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Limosa lapponica","Limosa lapponica","Limosa lapponica",350,-3.8464989703224,0.000870355524096997,2.13543679945948,1,1,-1,1
"179","Limosa lapponica","Limosa lapponica","Piersma & Jukema 1990","https://doi.org/10.5253/arde.v78.p315","R&E2013","wing length","mm",228.1,289,5.5,NA,"Paesenserpolder, Wadden Sea (53°21 'N, 6°06'E)","""Wing length (maximum chord, Evans 1986)""","211","female","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Limosa lapponica","Limosa lapponica","Limosa lapponica",351,-3.72329992594081,0.00173812287480253,2.41541293495609,-1,1,-1,1
"180","Limosa limosa","Limosa limosa","Gunnarsson et al. 2006","https://doi.org/10.1080/00063650609461433","R&E2013","wing length","mm",228.5,32,5.13,NA,"Iceland, the UK and France","""wing length (maximum chord) (...) measured to the nearest 0.1 mm with calipers""","212","female","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Limosa limosa","Limosa limosa","Limosa limosa",352,-3.78030151889352,0.0161447834108112,2.28158109897702,-1,1,-1,1
"180","Limosa limosa","Limosa limosa","Gunnarsson et al. 2006","https://doi.org/10.1080/00063650609461433","R&E2013","wing length","mm",214.3,52,4.16,NA,"Iceland, the UK and France","""wing length (maximum chord) (...) measured to the nearest 0.1 mm with calipers""","212","male","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Limosa limosa","Limosa limosa","Limosa limosa",353,-3.93205790663773,0.00981116824681593,1.96032892756881,1,1,-1,1
"181","Limosa limosa","Limosa limosa","Schroeder et al. 2008","https://doi.org/10.5253/078.096.0104","R&E2013","wing length","mm",213.08,64,5.31,NA,"Friesland, The Netherlands (52°59'N, 5°24'E)","""wing length (flattened and straightened, ±1 mm)""","213","male","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Limosa limosa","Limosa limosa","Limosa limosa",354,-3.68413933885844,0.00794621133108818,2.51187841843391,1,1,-1,1
"181","Limosa limosa","Limosa limosa","Schroeder et al. 2008","https://doi.org/10.5253/078.096.0104","R&E2013","wing length","mm",224.13,70,6.75,NA,"Friesland, The Netherlands (52°59'N, 5°24'E)","""wing length (flattened and straightened, ±1 mm)""","213","female","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Limosa limosa","Limosa limosa","Limosa limosa",355,-3.49543735895979,0.00725933396269606,3.03354780417497,-1,1,-1,1
"182","Locustella luscinioides","Locustella luscinioides","Nowakowski 2002","https://doi.org/10.2478/v10050-008-0078-y","R&E2013","wing length","mm",69.41,42,1.94,"Original species: Locustella luscinoides, method of measurement is Busse P. 1974. Biometrical methods. Not. Orn. 15: 114-126., book not accessible","Bagno Lawki peatbog, Biebrza National Park","""Operation Baltic standards (Busse 1974)""","214","female","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Locustella luscinioides","Locustella luscinioides","Locustella luscinioides",356,-3.56514785432504,0.0122137218285791,2.82928019617811,-1,1,-1,1
"182","Locustella luscinioides","Locustella luscinioides","Nowakowski 2002","https://doi.org/10.2478/v10050-008-0078-y","R&E2013","wing length","mm",70.92,62,2.15,"Original species: Locustella luscinoides, method of measurement is Busse P. 1974. Biometrical methods. Not. Orn. 15: 114-126., book not accessible","Bagno Lawki peatbog, Biebrza National Park","""Operation Baltic standards (Busse 1974)""","214","male","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Locustella luscinioides","Locustella luscinioides","Locustella luscinioides",357,-3.48788791775496,0.00821154470971925,3.05653606002485,1,1,-1,1
